"shop_no","addr","floor","rgn1_nm","rgn2_nm","rgn3_nm","shop_category","latitude","longitude","PICK","건물용도명_2"
13806926,"서울특별시 서초구 서초중앙로 107",1,"서울특별시","서초구","서초동","CAFE",37.49143577,127.0137699,1,"근린생활시설"
13826077,"서울특별시 서초구 태봉로 62",1,"서울특별시","서초구","우면동","ZZIM_TANG",37.46405027,127.0249919,1,"일반상점"
13860393,"서울특별시 서초구 사임당로17길 68",1,"서울특별시","서초구","서초동","CAFE",37.491908,127.0169641,1,"일반음식점"
13864849,"서울특별시 서초구 반포대로 105",2,"서울특별시","서초구","서초동","CAFE",37.48951923,127.0083816,1,"NA"
13888600,"서울특별시 서초구 동광로3길 71",1,"서울특별시","서초구","방배동","CAFE",37.494249,126.984344,1,"공동주택"
13905401,"서울특별시 서초구 양재천로13길 16",2,"서울특별시","서초구","양재동","CHINESE",37.47554914,127.0367405,1,"업무시설"
13909190,"서울특별시 서초구 방배천로2길 25",2,"서울특별시","서초구","방배동","JAPANESE",37.47704802,126.9841897,1,"일반음식점"
13916860,"서울특별시 서초구 효령로31길 81",1,"서울특별시","서초구","방배동","MEAT",37.48457511,126.9945774,1,"공동주택"
13927534,"서울특별시 서초구 청두곶길 6-1",1,"서울특별시","서초구","방배동","JAPANESE",37.47721469,126.985384,1,"일반상점"
13936386,"서울특별시 서초구 방배로13길 28",1,"서울특별시","서초구","방배동","PIZZA",37.48279755,126.9949108,1,"NA"
13945020,"서울특별시 서초구 사평대로 205",1,"서울특별시","서초구","반포동","CHINESE",37.50316824,127.0048216,1,"NA"
13953772,"서울특별시 서초구 방배로 269",1,"서울특별시","서초구","방배동","BAEKBAN",37.49665692,126.9877444,1,"일반상점"
13963009,"서울특별시 서초구 남부순환로356길 26",2,"서울특별시","서초구","양재동","CHINESE",37.48371488,127.0378791,1,"일반음식점"
13971867,"서울특별시 서초구 주흥길 72-2",1,"서울특별시","서초구","반포동","CAFE",37.50893384,127.0192134,1,"근린생활시설"
13981065,"서울특별시 서초구 강남대로27길 7-21",1,"서울특별시","서초구","양재동","CAFE",37.47827107,127.0380459,1,"업무시설"
13991080,"서울특별시 서초구 방배천로 11",4,"서울특별시","서초구","방배동","WESTERN",37.4776868,126.9822176,1,"아파트"
14010484,"서울특별시 서초구 서초중앙로 119",2,"서울특별시","서초구","서초동","CAFE",37.49243565,127.0136033,1,NA
14015244,"서울특별시 서초구 서초대로54길 37",1,"서울특별시","서초구","서초동","MEAT",37.49257458,127.0164919,1,"교육시설"
14038991,"서울특별시 서초구 반포대로21길 17",-1,"서울특별시","서초구","서초동","ZZIM_TANG",37.48796386,127.0085761,1,NA
14055056,"서울특별시 서초구 서운로11길 3",1,"서울특별시","서초구","서초동","JAPANESE",37.48782534,127.0282687,1,NA
14056697,"서울특별시 서초구 서초대로 316",1,"서울특별시","서초구","서초동","BURGER",37.49404663,127.0162141,1,"업무시설"
14072423,"서울특별시 서초구 효령로31길 74",1,"서울특별시","서초구","방배동","MEAT",37.48432515,126.9950218,1,"공동주택"
14076511,"서울특별시 서초구 반포대로 121",-1,"서울특별시","서초구","서초동","CAFE",37.49071353,127.0076316,1,"NA"
14086539,"서울특별시 서초구 방배중앙로 196",3,"서울특별시","서초구","방배동","ASIAN",37.49629582,126.985689,1,"일반음식점"
10850488,"서울특별시 서초구 반포동",1,"서울특별시","서초구","반포동","BAEKBAN",37.5043381,127.0008505,1,NA
10919042,"서울특별시 서초구 방배동",1,"서울특별시","서초구","방배동","CAFE",37.49450875,126.9831418,1,NA
10922946,"서울특별시 서초구 강남대로 421",-1,"서울특별시","서초구","서초동","MEAT",37.50007388,127.0261575,1,"근린생활시설"
12005938,"서울특별시 서초구 동광로 25",1,"서울특별시","서초구","방배동","CAFE",37.49122581,126.9856257,1,"공동주택"
12039257,"서울특별시 서초구 반포대로22길 38",1,"서울특별시","서초구","서초동","CAFE",37.48974147,127.0109091,1,"공동주택"
13069389,"서울특별시 서초구 서초동 1327",1,"서울특별시","서초구","서초동","CAFE",37.4956022,127.0270742,1,"오피스텔"
13108081,"서울특별시 서초구 양재동 333-15",1,"서울특별시","서초구","양재동","CAFE",37.46993878,127.0424068,1,NA
13110157,"서울특별시 서초구 강남대로 265",1,"서울특별시","서초구","서초동","CAFE",37.4870755,127.0323795,1,"NA"
13220123,"서울특별시 서초구 반포동 58-6",0,"서울특별시","서초구","반포동","ZZIM_TANG",37.50354541,127.0096866,1,"교육시설"
13263043,"서울특별시 서초구 잠원동 14-3",1,"서울특별시","서초구","잠원동","ZZIM_TANG",37.51607187,127.0177689,1,NA
13383069,"서울특별시 서초구 양재동 267-3",1,"서울특별시","서초구","양재동","ZZIM_TANG",37.47599365,127.0433232,1,NA
13395617,"서울특별시 서초구 서초동 1527-7",1,"서울특별시","서초구","서초동","CAFE",37.48366997,127.0083404,1,"NA"
13404175,"서울특별시 서초구 양재동 267-4",1,"서울특별시","서초구","양재동","ASIAN",37.47607698,127.0434343,1,"업무시설"
13406002,"서울특별시 서초구 서초동 1364-47",1,"서울특별시","서초구","서초동","SNACK",37.48496462,127.0316574,1,"업무시설"
13420923,"서울특별시 서초구 강남대로 321",1,"서울특별시","서초구","서초동","BURGER",37.49168975,127.0302097,1,"아파트"
13762410,"서울특별시 서초구 강남대로101길 38",1,"서울특별시","서초구","잠원동","JAPANESE",37.51748838,127.0177411,1,NA
13780128,"서울특별시 서초구 서초대로54길 32",1,"서울특별시","서초구","서초동","CHINESE",37.49279677,127.0161308,1,"근린생활시설"
13799924,"서울특별시 서초구 법원로2길 23",1,"서울특별시","서초구","서초동","PIZZA",37.49443542,127.0132421,1,"근린생활시설"
13801116,"서울특별시 서초구 사임당로 31",1,"서울특별시","서초구","서초동","CHICKEN",37.48821392,127.0134923,1,"일반상점"
13841586,"서울특별시 서초구 논현로31길 64",1,"서울특별시","서초구","양재동","WESTERN",37.48013201,127.0402956,1,NA
13849448,"서울특별시 서초구 방배로 87",1,"서울특별시","서초구","방배동","CAFE",37.48215877,126.9969106,1,"근린생활시설"
13855107,"서울특별시 서초구 강남대로8길 46",1,"서울특별시","서초구","양재동","BAEKBAN",37.46891114,127.0432401,1,NA
13884722,"서울특별시 서초구 신반포로33길 27",2,"서울특별시","서초구","잠원동","PIZZA",37.51035018,127.0100197,1,"NA"
13901036,"서울특별시 서초구 잠원로 51",-1,"서울특별시","서초구","잠원동","JAPANESE",37.50923915,127.0074089,1,"백화점"
13911003,"서울 서초구 동산로2길 17 (양재동)",1,"서울특별시","서초구","양재동","JOKBAL",37.469114,127.042173,1,NA
13911979,"서울특별시 서초구 사임당로 178",-1,"서울특별시","서초구","서초동","BAEKBAN",37.49221374,127.0290463,1,"업무시설"
13972084,"서울특별시 서초구 잠원로 112",1,"서울특별시","서초구","잠원동","CAFE",37.51379417,127.0072977,1,"공동주택"
13982866,"서울특별시 서초구 동작대로 138",1,"서울특별시","서초구","방배동","BURGER",37.48893551,126.9827451,1,"근린생활시설"
14017211,"서울특별시 서초구 사임당로 158",1,"서울특별시","서초구","서초동","CAFE",37.49185263,127.0271576,1,"NA"
13569994,"서울특별시 서초구 방배동 1429",1,"서울특별시","서초구","방배동","BAEKBAN",37.48726906,126.9843005,1,NA
13577130,"서울특별시 서초구 방배동 909-1",2,"서울특별시","서초구","방배동","SNACK",37.482174,126.996404,1,"일반상점"
13588409,"서울특별시 서초구 서초동 1678-2",-1,"서울특별시","서초구","서초동","WESTERN",37.49521322,127.0196582,1,"아파트"
13609878,"서울특별시 서초구 서초동 1309-1",1,"서울특별시","서초구","서초동","MEAT",37.50204584,127.0239909,1,"업무시설"
13618844,"서울특별시 서초구 서초동 1360-13",1,"서울특별시","서초구","서초동","ZZIM_TANG",37.48693662,127.0317407,1,NA
13624107,"서울특별시 서초구 방배동 910-8",1,"서울특별시","서초구","방배동","SNACK",37.48226987,126.996744,1,"근린생활시설"
13635343,"서울특별시 서초구 반포동 18-4",-1,"서울특별시","서초구","반포동","BAEKBAN",37.50304521,126.9956601,1,NA
13685444,"서울특별시 서초구 사평대로58길 6",-1,"서울특별시","서초구","서초동","CHICKEN",37.50343455,127.0234909,1,NA
13686187,"서울특별시 서초구 서초동 1585-12",1,"서울특별시","서초구","서초동","MEAT",37.48465875,127.0119647,1,"업무시설"
13698138,"서울특별시 서초구 서초중앙로 125",-1,"서울특별시","서초구","서초동","JAPANESE",37.49299114,127.0134088,1,"NA"
13713126,"서울특별시 서초구 사평대로57길 96",1,"서울특별시","서초구","반포동","CAFE",37.50843395,127.0219076,1,"업무시설"
13714942,"서울특별시 서초구 바우뫼로6길 12",1,"서울특별시","서초구","우면동","JOKBAL",37.46968851,127.0257695,1,"공동주택"
13731920,"서울특별시 서초구 사평대로57길 13",1,"서울특별시","서초구","반포동","SNACK",37.50487882,127.023102,1,"공동주택"
13738752,"서울특별시 서초구 방배로 113",1,"서울특별시","서초구","방배동","CAFE",37.48415852,126.9956051,1,"일반상점"
13742958,"서울특별시 서초구 바우뫼로 31",-1,"서울특별시","서초구","우면동","JAPANESE",37.4710217,127.0259638,1,"아파트"
13785948,"서울특별시 서초구 서초중앙로20길 24",1,"서울특별시","서초구","서초동","SNACK",37.49224127,127.0154087,1,"업무시설"
13787232,"서울특별시 서초구 동산로14길 2",1,"서울특별시","서초구","양재동","CAFE",37.47196639,127.0461287,1,NA
13789874,"서울특별시 서초구 바우뫼로 23",1,"서울특별시","서초구","우면동","CAFE",37.47041064,127.0252417,1,NA
13798528,"서울특별시 서초구 사평대로 205",2,"서울특별시","서초구","반포동","CHINESE",37.50448971,127.0078257,1,"자동차관련시설"
13811399,"서울특별시 서초구 방배중앙로25길 16",1,"서울특별시","서초구","방배동","BAEKBAN",37.49404607,126.9852169,1,"교육시설"
13824206,"서울특별시 서초구 서초중앙로24길 7",1,"서울특별시","서초구","서초동","CAFE",37.49479651,127.0144642,1,"업무시설"
13836487,"서울특별시 서초구 강남대로 221",1,"서울특별시","서초구","양재동","CAFE",37.48357594,127.0342127,1,"자동차관련시설"
13221493,"서울특별시 서초구 강남대로 305",1,"서울특별시","서초구","서초동","JAPANESE",37.49024368,127.0308334,1,NA
13242077,"서울특별시 서초구 잠원동 26-7",1,"서울특별시","서초구","잠원동","JAPANESE",37.51448874,127.0186022,1,NA
13288841,"서울특별시 서초구 방배동 852-16",1,"서울특별시","서초구","방배동","ASIAN",37.48882458,126.9924942,1,NA
13328669,"서울특별시 서초구 방배동 812-25",1,"서울특별시","서초구","방배동","BAEKBAN",37.49124094,126.991022,1,"업무시설"
13393050,"서울특별시 서초구 양재동 273-11",1,"서울특별시","서초구","양재동","JAPANESE",37.4757437,127.0441287,1,"업무시설"
13402226,"서울특별시 서초구 서초동 1362-21",1,"서울특별시","서초구","서초동","CAFE",37.48521461,127.0324629,1,NA
13407902,"서울특별시 서초구 서초동 1459-9",1,"서울특별시","서초구","서초동","MEAT",37.4838533,127.0126036,1,NA
13412379,"서울특별시 서초구 양재동 13-9",1,"서울특별시","서초구","양재동","MEAT",37.48327046,127.0362126,1,NA
13954880,"서울특별시 서초구 양재천로 135-8",1,"서울특별시","서초구","양재동","CAFE",37.479223,127.041978,1,"업무시설"
14000851,"서울특별시 서초구 서초대로38길 12",-1,"서울특별시","서초구","서초동","BURGER",37.49018577,127.005604,1,"업무시설"
14035085,"서울특별시 서초구 강남대로30길 17",1,"서울특별시","서초구","양재동","MEAT",37.48202064,127.0381013,1,"NA"
14044794,"서울특별시 서초구 방배중앙로27길 38",1,"서울특별시","서초구","방배동","CAFE",37.49532367,126.9835226,1,"근린생활시설"
14057611,"서울특별시 서초구 방배중앙로 163",1,"서울특별시","서초구","방배동","ZZIM_TANG",37.49362947,126.9861335,1,NA
14098307,"서울특별시 서초구 방배로34길 4",1,"서울특별시","서초구","방배동","CAFE",37.49226861,126.991272,1,"업무시설"
14115253,"서울특별시 서초구 서초대로74길 49",-1,"서울특별시","서초구","서초동","CAFE",37.49340802,127.0281297,1,"NA"
14122286,"서울특별시 서초구 서초중앙로 125",-1,"서울특별시","서초구","서초동","BAEKBAN",37.49299114,127.0134088,1,"NA"
14123594,"서울특별시 서초구 법원로3길 6-1",-1,"서울특별시","서초구","서초동","BAEKBAN",37.49379654,127.0096036,1,NA
14177843,"서울특별시 서초구 신반포로 329",1,"서울특별시","서초구","잠원동","SNACK",37.51079474,127.0194911,1,"업무시설"
14181004,"서울특별시 서초구 서초중앙로 105",2,"서울특별시","서초구","서초동","CHINESE",37.49101916,127.0138533,1,"일반음식점"
14212657,"서울특별시 서초구 강남대로83길 64-3",1,"서울특별시","서초구","반포동","ZZIM_TANG",37.50468436,127.0205745,1,"공동주택"
13839228,"서울특별시 서초구 서초대로54길 27",1,"서울특별시","서초구","서초동","CAFE",37.49301897,127.0162697,1,"일반음식점"
13851751,"서울특별시 서초구 사임당로 158",-1,"서울특별시","서초구","서초동","CAFE",37.49185263,127.0271576,1,"NA"
13852189,"서울특별시 서초구 강남대로 321",1,"서울특별시","서초구","서초동","BURGER",37.49154716,127.0299629,1,"아파트"
13859084,"서울특별시 서초구 서초대로 108",1,"서울특별시","서초구","방배동","CAFE",37.48751921,126.9941885,1,"NA"
13889498,"서울특별시 서초구 과천대로 946",1,"서울특별시","서초구","방배동","CAFE",37.47499267,126.9821344,1,"일반상점"
13901841,"서울특별시 서초구 강남대로95길 19-4",1,"서울특별시","서초구","잠원동","BAEKBAN",37.51357218,127.0187411,1,"NA"
13957365,"서울특별시 서초구 효령로 330-1",1,"서울특별시","서초구","서초동","ZZIM_TANG",37.48582543,127.0203806,1,"교육시설"
13957490,"서울특별시 서초구 강남대로8길 65-1",1,"서울특별시","서초구","양재동","CAFE",37.46960551,127.0438234,1,NA
13966025,"서울특별시 서초구 방배로 91",1,"서울특별시","서초구","방배동","BURGER",37.48240874,126.9967162,1,"업무시설"
13973731,"서울특별시 서초구 서초중앙로 18",-1,"서울특별시","서초구","서초동","MEAT",37.48404781,127.0173532,1,"아파트"
13977674,"서울특별시 서초구 효령로53길 67",1,"서울특별시","서초구","서초동","CAFE",37.487611,127.01273,1,NA
13998452,"서울특별시 서초구 양재대로2길 109",0,"서울특별시","서초구","우면동","CAFE",37.45649538,127.0134098,1,"공동주택"
14031863,"서울특별시 서초구 강남대로83길 48-3",1,"서울특별시","서초구","반포동","BAEKBAN",37.50518431,127.02113,1,NA
14055194,"서울특별시 서초구 동산로13길 48",1,"서울특별시","서초구","양재동","CHICKEN",37.47363282,127.043851,1,"근린생활시설"
14071537,"서울특별시 서초구 중앙로 582",1,"서울특별시","서초구","우면동","CAFE",37.45713423,127.0152985,1,"의료시설"
10822921,"서울특별시 서초구 방배천로 62",1,"서울특별시","서초구","방배동","WESTERN",37.48207519,126.9828008,1,"근린생활시설"
10838585,"서울특별시 서초구 강남대로 243",1,"서울특별시","서초구","서초동","CHICKEN",37.48516,127.0333006,1,NA
13040250,"서울특별시 서초구 반포동 739-28",1,"서울특별시","서초구","반포동","PIZZA",37.50457329,127.0221577,1,"공동주택"
13054203,"서울특별시 서초구 방배로 103",1,"서울특별시","서초구","방배동","CAFE",37.48326974,126.9961051,1,"NA"
13108731,"서울특별시 서초구 방배동 851-16",1,"서울특별시","서초구","방배동","CAFE",37.4899078,126.9929385,1,NA
13134996,"서울특별시 서초구 동광로 89",-1,"서울특별시","서초구","방배동","MEAT",37.49362957,126.9920496,1,"NA"
13147155,"서울특별시 서초구 잠원동 7-8",1,"서울특별시","서초구","잠원동","CAFE",37.51796054,127.01738,1,NA
13168464,"서울특별시 서초구 방배동 923-12",2,"서울특별시","서초구","방배동","CHINESE",37.48385298,126.9950219,1,NA
13241866,"서울특별시 서초구 서초동 1327",1,"서울특별시","서초구","서초동","ZZIM_TANG",37.4956022,127.0270742,1,"오피스텔"
13296850,"서울특별시 서초구 방배동 850-27",1,"서울특별시","서초구","방배동","CAFE",37.48974117,126.9938829,1,NA
13334017,"서울특별시 서초구 서초동 1577-2",2,"서울특별시","서초구","서초동","JAPANESE",37.48985262,127.0137978,1,"근린생활시설"
13337617,"서울특별시 서초구 서초동 1358-11",1,"서울특별시","서초구","서초동","JAPANESE",37.48707549,127.0314629,1,"근린생활시설"
13402494,"서울특별시 서초구 서초동 1689-6",1,"서울특별시","서초구","서초동","JOKBAL",37.49549095,127.0187138,1,"업무시설"
13404359,"서울특별시 서초구 서초동 1585-12",1,"서울특별시","서초구","서초동","JAPANESE",37.48465875,127.011937,1,"업무시설"
13446391,"서울특별시 서초구 서초동 1360-35",1,"서울특별시","서초구","서초동","JOKBAL",37.48649224,127.0323517,1,NA
10807657,"서울특별시 서초구 서초동",0,"서울특별시","서초구","서초동","CAFE",37.49157238,127.0083315,1,"아파트"
10809610,"서울 서초구 서초동 1327 트라펠리스2 지하1층 2호",-1,"서울특별시","서초구","서초동","JAPANESE",37.4956313,127.0270947,1,NA
10860466,"서울특별시 서초구 사평대로 349",1,"서울특별시","서초구","반포동","MEAT",37.50379558,127.0212967,1,"근린생활시설"
12015755,"서울특별시 서초구 서초대로 357",-1,"서울특별시","서초구","서초동","BAEKBAN",37.49615757,127.0204636,1,"NA"
13016333,"서울특별시 서초구 반포동 706-6",1,"서울특별시","서초구","반포동","JAPANESE",37.51039315,127.0207245,1,"업무시설"
13032815,"서울특별시 서초구 반포동 98-4",1,"서울특별시","서초구","반포동","JAPANESE",37.49543502,126.9977991,1,NA
13109785,"서울특별시 서초구 반포대로23길 34",1,"서울특별시","서초구","서초동","MEAT",37.48888039,127.0068817,1,"일반상점"
13134063,"서울특별시 서초구 방배동 850-32",1,"서울특별시","서초구","방배동","WESTERN",37.48940787,126.9938829,1,"일반상점"
13157153,"서울특별시 서초구 서초동 1330-16",1,"서울특별시","서초구","서초동","MEAT",37.49374132,127.0284352,1,NA
13179361,"서울특별시 서초구 반포동 96-1",0,"서울특별시","서초구","반포동","WESTERN",37.49768476,126.9977434,1,"의료시설"
13187220,"서울특별시 서초구 서초동 1309-9",1,"서울특별시","서초구","서초동","JAPANESE",37.50204585,127.0246298,1,"업무시설"
13251785,"서울특별시 서초구 잠원동 68-17",-1,"서울특별시","서초구","잠원동","SNACK",37.50768381,127.0092421,1,"NA"
13261581,"서울특별시 서초구 효령로34길 4",1,"서울특별시","서초구","방배동","CAFE",37.48135334,126.9989105,1,"업무시설"
13275772,"서울특별시 서초구 서초동 1327-35",1,"서울특별시","서초구","서초동","ASIAN",37.49451901,127.028213,1,"일반음식점"
13373607,"서울특별시 서초구 서초동 1588-6",2,"서울특별시","서초구","서초동","MEAT",37.48565867,127.014159,1,NA
13381772,"서울특별시 서초구 서초동 1337-14",1,"서울특별시","서초구","서초동","SNACK",37.49213041,127.0290741,1,"업무시설"
13394343,"서울특별시 서초구 방배동 851-6",1,"서울특별시","서초구","방배동","ZZIM_TANG",37.48926899,126.9930497,1,NA
13397433,"서울특별시 서초구 반포동 54-14",1,"서울특별시","서초구","반포동","SNACK",37.50207337,127.0105477,1,"일반음식점"
13412005,"서울특별시 서초구 잠원동 68-17",-1,"서울특별시","서초구","잠원동","JAPANESE",37.50545035,127.0013966,1,NA
13418487,"서울특별시 서초구 서초동 1330",-1,"서울특별시","서초구","서초동","MEAT",37.49393574,127.0278519,1,"아파트"
13431977,"서울특별시 서초구 잠원동 11-14",0,"서울특별시","서초구","잠원동","MEAT",37.51662737,127.0179911,1,NA
13451735,"서울특별시 서초구 서초동 1342",2,"서울특별시","서초구","서초동","CAFE",37.48782532,127.02688,1,NA
13457498,"서울특별시 서초구 방배동 1023-6",0,"서울특별시","서초구","방배동","CHICKEN",37.47810374,127.0001604,1,NA
13462451,"서울특별시 서초구 서초동 1330",1,"서울특별시","서초구","서초동","WESTERN",37.49393574,127.0278519,1,"아파트"
13463579,"서울특별시 서초구 신반포로 27-6",-1,"서울특별시","서초구","반포동","ZZIM_TANG",37.50215628,126.9877165,1,"일반상점"
13481907,"서울특별시 서초구 반포대로21길 27",1,"서울특별시","서초구","서초동","WESTERN",37.48737746,127.0084226,1,"아파트"
13487241,"서울특별시 서초구 서초중앙로33길 7",1,"서울특별시","서초구","반포동","MEAT",37.50104572,127.0112143,1,"근린생활시설"
13489735,"서울특별시 서초구 서초동 1576-9",-1,"서울특별시","서초구","서초동","CHINESE",37.4902137,127.0139366,1,"업무시설"
13492529,"서울 서초구 양재동 329-11",1,"서울특별시","서초구","양재동","CAFE",37.4688,127.0412125,1,"근린생활시설"
13494914,"서울특별시 서초구 신반포로 339",-1,"서울특별시","서초구","잠원동","BAEKBAN",37.51116906,127.0205109,1,NA
13498002,"서울특별시 서초구 방배동 862-13",1,"서울특별시","서초구","방배동","CAFE",37.48701912,126.9861615,1,NA
13500038,"서울특별시 서초구 서초동 1321-6",-1,"서울특별시","서초구","서초동","SNACK",37.49599101,127.025241,1,"아파트"
13506326,"서울특별시 서초구 서초동 1557-17",0,"서울특별시","서초구","서초동","ZZIM_TANG",37.49132464,127.0115201,1,"일반음식점"
13507417,"서울특별시 서초구 양재동 266-1",1,"서울특별시","서초구","양재동","JAPANESE",37.47532706,127.04299,1,"NA"
13507909,"서울특별시 서초구 잠원동 26-14",1,"서울특별시","서초구","잠원동","MEAT",37.5138777,127.0184633,1,"근린생활시설"
13510119,"서울 서초구 서초동 1712-2",1,"서울특별시","서초구","서초동","BAEKBAN",37.49407432,127.0114923,1,"업무시설"
13512425,"서울특별시 서초구 반포동 724-16",1,"서울특별시","서초구","반포동","JOKBAL",37.50823952,127.021741,1,"공동주택"
13517960,"서울특별시 서초구 서초동 1523-6",1,"서울특별시","서초구","서초동","CHICKEN",37.48699175,127.0084372,1,"근린생활시설"
13518225,"서울특별시 서초구 서초동 1321-6",-1,"서울특별시","서초구","서초동","WESTERN",37.49599101,127.025241,1,"아파트"
13518911,"서울특별시 서초구 방배로 187",0,"서울특별시","서초구","방배동","PIZZA",37.49004665,126.9918553,1,NA
13522948,"서울특별시 서초구 방배동 951-20",1,"서울특별시","서초구","방배동","JAPANESE",37.48538042,126.9858282,1,"일반상점"
13524770,"서울특별시 서초구 양재동 290-3",1,"서울특별시","서초구","양재동","CAFE",37.47299407,127.0470452,1,NA
13531037,"서울특별시 서초구 서초동 1672-9",-1,"서울특별시","서초구","서초동","CAFE",37.49329667,127.0140476,1,"NA"
13532286,"서울특별시 서초구 잠원동 37-9",-1,"서울특별시","서초구","잠원동","JAPANESE",37.51135025,127.0203243,1,"업무시설"
13536318,"서울특별시 서초구 서초중앙로22길 90",1,"서울특별시","서초구","서초동","SNACK",37.49407445,127.0187972,1,"업무시설"
13543887,"서울특별시 서초구 서초동 1304",1,"서울특별시","서초구","서초동","CAFE",37.50235137,127.024852,1,"일반음식점"
13545594,"서울특별시 서초구 서초동 1598-3",-1,"서울특별시","서초구","서초동","CAFE",37.48788064,127.0141589,1,NA
13550318,"서울특별시 서초구 서초동 1602-5",0,"서울특별시","서초구","서초동","CAFE",37.48551983,127.0155477,1,"업무시설"
13561886,"서울특별시 서초구 서초동 1659-18",1,"서울특별시","서초구","서초동","SNACK",37.49268567,127.0161586,1,"업무시설"
13565741,"서울특별시 서초구 서초동 1638-10",1,"서울특별시","서초구","서초동","BAEKBAN",37.4945744,127.019686,1,NA
13568405,"서울특별시 서초구 반포동 90-2",2,"서울특별시","서초구","반포동","WESTERN",37.497657,126.9986878,1,NA
13570091,"서울특별시 서초구 양재동 346-7",1,"서울특별시","서초구","양재동","CHINESE",37.46821677,127.0431568,1,NA
13572677,"서울특별시 서초구 서초동 1668-16",1,"서울특별시","서초구","서초동","CAFE",37.4931301,127.0181306,1,"공동주택"
13580207,"서울특별시 서초구 방배동 1647",1,"서울특별시","서초구","방배동","CAFE",37.48749123,126.9828562,1,"업무시설"
13633006,"서울특별시 서초구 서초동 1337",1,"서울특별시","서초구","서초동","CAFE",37.49238038,127.0286297,1,"업무시설"
13638930,"서울특별시 서초구 방배동 421-23",1,"서울특별시","서초구","방배동","CAFE",37.48496377,126.9841062,1,NA
13643138,"서울특별시 서초구 서초동 1362",1,"서울특별시","서초구","서초동","CAFE",37.48613117,127.0326017,1,NA
13660479,"서울특별시 서초구 반포동 118-3",0,"서울특별시","서초구","반포동","WESTERN",37.50398974,127.0065758,1,"자동차관련시설"
13700260,"서울특별시 서초구 서초중앙로 49",1,"서울특별시","서초구","서초동","CHICKEN",37.48613086,127.0151311,1,"업무시설"
13753109,"서울특별시 서초구 마방로10길 42",1,"서울특별시","서초구","양재동","CAFE",37.475641,127.044561,1,"일반음식점"
13753217,"서울특별시 서초구 방배천로4안길 26",1,"서울특별시","서초구","방배동","WESTERN",37.47926998,126.9834119,1,"근린생활시설"
13758665,"서울특별시 서초구 강남대로 559",1,"서울특별시","서초구","잠원동","CAFE",37.511775,127.020535,1,NA
13772254,"서울특별시 서초구 사평대로55길 82-14",1,"서울특별시","서초구","반포동","BURGER",37.5078229,127.0217687,1,"업무시설"
13774763,"서울특별시 서초구 강남대로 359",-1,"서울특별시","서초구","서초동","BAEKBAN",37.49479676,127.0286018,1,"업무시설"
13782928,"서울특별시 서초구 사평대로22길 42",1,"서울특별시","서초구","반포동","JAPANESE",37.497777,126.997537,1,NA
13783986,"서울특별시 서초구 방배천로 19",1,"서울특별시","서초구","방배동","CAFE",37.47821452,126.9822732,1,NA
13814835,"서울특별시 서초구 청계산로 10",1,"서울특별시","서초구","양재동","SNACK",37.46296739,127.0434625,1,"일반상점"
13826904,"서울특별시 서초구 사임당로 21",2,"서울특별시","서초구","서초동","JAPANESE",37.48790838,127.0124646,1,"NA"
13837649,"서울특별시 서초구 서초대로78길 26",1,"서울특별시","서초구","서초동","CAFE",37.49535224,127.027713,1,"NA"
13839766,"서울특별시 서초구 방배로 269",1,"서울특별시","서초구","방배동","CAFE",37.49665692,126.9877444,1,"일반상점"
13860364,"서울특별시 서초구 법원로3길 12",-1,"서울특별시","서초구","서초동","ZZIM_TANG",37.493583,127.009175,1,NA
13862588,"서울특별시 서초구 방배로10길 4",1,"서울특별시","서초구","방배동","PIZZA",37.48090894,126.998355,1,"업무시설"
13872361,"서울특별시 서초구 반포대로19길 10",-1,"서울특별시","서초구","서초동","CAFE",37.4874917,127.009076,1,"NA"
13904159,"서울특별시 서초구 효령로 237",1,"서울특별시","서초구","서초동","SNACK",37.48418655,127.0099927,1,"아파트"
13913842,"서울특별시 서초구 서초대로78길 30",1,"서울특별시","서초구","서초동","JAPANESE",37.49510227,127.0279352,1,"교육시설"
13927538,"서울특별시 서초구 반포대로28길 16",-1,"서울특별시","서초구","서초동","CHINESE",37.49046359,127.0095204,1,"근린생활시설"
13928014,"서울특별시 서초구 신반포로43길 41",1,"서울특별시","서초구","잠원동","CAFE",37.51198901,127.0174079,1,NA
13957130,"서울특별시 서초구 방배로 104",1,"서울특별시","서초구","방배동","SNACK",37.48354749,126.9965773,1,"일반상점"
13996705,"서울특별시 서초구 반포대로28길 39",1,"서울특별시","서초구","서초동","JAPANESE",37.49118574,127.0104925,1,"근린생활시설"
14002631,"서울특별시 서초구 서운로 138",-1,"서울특별시","서초구","서초동","JAPANESE",37.49599101,127.025241,1,"아파트"
13387909,"서울특별시 서초구 반포동 709-8",1,"서울특별시","서초구","반포동","CAFE",37.5092116,127.0203244,1,"교육시설"
13394952,"서울특별시 서초구 양재동 316",2,"서울특별시","서초구","양재동","CHINESE",37.47071641,127.0392404,1,NA
13410487,"서울특별시 서초구 효령로 305",0,"서울특별시","서초구","서초동","CHICKEN",37.48554764,127.0175198,1,"업무시설"
13423223,"서울특별시 서초구 방배동 925-19",1,"서울특별시","서초구","방배동","SNACK",37.48507506,126.9945219,1,"근린생활시설"
13427679,"서울특별시 서초구 효령로68길 67",-1,"서울특별시","서초구","서초동","ASIAN",37.48535328,127.0212972,1,"공동주택"
