shop_no,addr,floor,rgn1_nm,rgn2_nm,rgn3_nm,shop_category,latitude,longitude,PICK
13806926,서울특별시 서초구 서초중앙로 107,1,서울특별시,서초구,서초동,CAFE,37.49143577,127.01376993,1
13826077,서울특별시 서초구 태봉로 62,1,서울특별시,서초구,우면동,ZZIM_TANG,37.46405027,127.02499191,1
13860393,서울특별시 서초구 사임당로17길 68,1,서울특별시,서초구,서초동,CAFE,37.491908,127.01696407,1
13864849,서울특별시 서초구 반포대로 105,2,서울특별시,서초구,서초동,CAFE,37.48951923,127.00838159,1
13888600,서울특별시 서초구 동광로3길 71,1,서울특별시,서초구,방배동,CAFE,37.494249,126.984344,1
13905401,서울특별시 서초구 양재천로13길 16,2,서울특별시,서초구,양재동,CHINESE,37.47554914,127.03674051,1
13909190,서울특별시 서초구 방배천로2길 25,2,서울특별시,서초구,방배동,JAPANESE,37.47704802,126.9841897,1
13916860,서울특별시 서초구 효령로31길 81,1,서울특별시,서초구,방배동,MEAT,37.48457511,126.99457743,1
13927534,서울특별시 서초구 청두곶길 6-1,1,서울특별시,서초구,방배동,JAPANESE,37.47721469,126.98538403,1
13936386,서울특별시 서초구 방배로13길 28,1,서울특별시,서초구,방배동,PIZZA,37.48279755,126.99491078,1
13945020,서울특별시 서초구 사평대로 205,1,서울특별시,서초구,반포동,CHINESE,37.50316823799563,127.00482164074585,1
13953772,서울특별시 서초구 방배로 269,1,서울특별시,서초구,방배동,BAEKBAN,37.49665692,126.98774438,1
13963009,서울특별시 서초구 남부순환로356길 26,2,서울특별시,서초구,양재동,CHINESE,37.48371488,127.03787907,1
13971867,서울특별시 서초구 주흥길 72-2,1,서울특별시,서초구,반포동,CAFE,37.50893384,127.01921339,1
13981065,서울특별시 서초구 강남대로27길 7-21,1,서울특별시,서초구,양재동,CAFE,37.47827107,127.03804587,1
13991080,서울특별시 서초구 방배천로 11,4,서울특별시,서초구,방배동,WESTERN,37.4776868,126.98221764,1
14010484,서울특별시 서초구 서초중앙로 119,2,서울특별시,서초구,서초동,CAFE,37.49243565,127.01360325,1
14015244,서울특별시 서초구 서초대로54길 37,1,서울특별시,서초구,서초동,MEAT,37.49257458,127.01649188,1
14038991,서울특별시 서초구 반포대로21길 17,-1,서울특별시,서초구,서초동,ZZIM_TANG,37.48796386,127.00857606,1
14055056,서울특별시 서초구 서운로11길 3,1,서울특별시,서초구,서초동,JAPANESE,37.48782534,127.02826872,1
14056697,서울특별시 서초구 서초대로 316,1,서울특별시,서초구,서초동,BURGER,37.49404663,127.01621408,1
14072423,서울특별시 서초구 효령로31길 74,1,서울특별시,서초구,방배동,MEAT,37.48432515,126.99502184,1
14076511,서울특별시 서초구 반포대로 121,-1,서울특별시,서초구,서초동,CAFE,37.49071353,127.00763162,1
14086539,서울특별시 서초구 방배중앙로 196,3,서울특별시,서초구,방배동,ASIAN,37.49629582,126.98568902,1
10850488,서울특별시 서초구 반포동,1,서울특별시,서초구,반포동,BAEKBAN,37.5043381,127.0008505,1
10919042,서울특별시 서초구 방배동,1,서울특별시,서초구,방배동,CAFE,37.49450875270533,126.98314183375597,1
10922946,서울특별시 서초구 강남대로 421,-1,서울특별시,서초구,서초동,MEAT,37.50007388,127.02615745,1
12005938,서울특별시 서초구 동광로 25,1,서울특별시,서초구,방배동,CAFE,37.49122581077027,126.98562572914558,1
12039257,서울특별시 서초구 반포대로22길 38,1,서울특별시,서초구,서초동,CAFE,37.48974147,127.01090913,1
13069389,서울특별시 서초구 서초동 1327,1,서울특별시,서초구,서초동,CAFE,37.4956022,127.02707416,1
13108081,서울특별시 서초구 양재동 333-15,1,서울특별시,서초구,양재동,CAFE,37.46993878,127.04240682,1
13110157,서울특별시 서초구 강남대로 265,1,서울특별시,서초구,서초동,CAFE,37.4870755,127.03237947,1
13220123,서울특별시 서초구 반포동 58-6,0,서울특별시,서초구,반포동,ZZIM_TANG,37.50354541,127.00968663,1
13263043,서울특별시 서초구 잠원동 14-3,1,서울특별시,서초구,잠원동,ZZIM_TANG,37.51607187,127.01776887,1
13383069,서울특별시 서초구 양재동 267-3,1,서울특별시,서초구,양재동,ZZIM_TANG,37.47599365,127.04332324,1
13395617,서울특별시 서초구 서초동 1527-7,1,서울특별시,서초구,서초동,CAFE,37.48366996582287,127.0083403874344,1
13404175,서울특별시 서초구 양재동 267-4,1,서울특별시,서초구,양재동,ASIAN,37.47607698,127.04343433,1
13406002,서울특별시 서초구 서초동 1364-47,1,서울특별시,서초구,서초동,SNACK,37.48496462,127.03165738,1
13420923,서울특별시 서초구 강남대로 321,1,서울특별시,서초구,서초동,BURGER,37.49168974794728,127.0302096632294,1
13762410,서울특별시 서초구 강남대로101길 38,1,서울특별시,서초구,잠원동,JAPANESE,37.51748838,127.01774106,1
13780128,서울특별시 서초구 서초대로54길 32,1,서울특별시,서초구,서초동,CHINESE,37.49279677,127.01613079,1
13799924,서울특별시 서초구 법원로2길 23,1,서울특별시,서초구,서초동,PIZZA,37.49443542,127.01324212,1
13801116,서울특별시 서초구 사임당로 31,1,서울특별시,서초구,서초동,CHICKEN,37.48821392,127.01349227,1
13841586,서울특별시 서초구 논현로31길 64,1,서울특별시,서초구,양재동,WESTERN,37.48013201,127.04029562,1
13849448,서울특별시 서초구 방배로 87,1,서울특별시,서초구,방배동,CAFE,37.48215877,126.99691062,1
13855107,서울특별시 서초구 강남대로8길 46,1,서울특별시,서초구,양재동,BAEKBAN,37.46891114,127.04324011,1
13884722,서울특별시 서초구 신반포로33길 27,2,서울특별시,서초구,잠원동,PIZZA,37.51035018,127.01001974,1
13901036,서울특별시 서초구 잠원로 51,-1,서울특별시,서초구,잠원동,JAPANESE,37.50923915,127.0074089,1
13911003,서울 서초구 동산로2길 17 (양재동),1,서울특별시,서초구,양재동,JOKBAL,37.469114,127.042173,1
13911979,서울특별시 서초구 사임당로 178,-1,서울특별시,서초구,서초동,BAEKBAN,37.49221374,127.0290463,1
13972084,서울특별시 서초구 잠원로 112,1,서울특별시,서초구,잠원동,CAFE,37.51379417,127.00729767,1
13982866,서울특별시 서초구 동작대로 138,1,서울특별시,서초구,방배동,BURGER,37.48893551,126.98274505,1
14017211,서울특별시 서초구 사임당로 158,1,서울특별시,서초구,서초동,CAFE,37.49185263,127.02715759,1
13569994,서울특별시 서초구 방배동 1429,1,서울특별시,서초구,방배동,BAEKBAN,37.48726906,126.98430051,1
13577130,서울특별시 서초구 방배동 909-1,2,서울특별시,서초구,방배동,SNACK,37.482174,126.996404,1
13588409,서울특별시 서초구 서초동 1678-2,-1,서울특별시,서초구,서초동,WESTERN,37.49521322,127.01965818,1
13609878,서울특별시 서초구 서초동 1309-1,1,서울특별시,서초구,서초동,MEAT,37.50204584,127.02399092,1
13618844,서울특별시 서초구 서초동 1360-13,1,서울특별시,서초구,서초동,ZZIM_TANG,37.48693662,127.03174065,1
13624107,서울특별시 서초구 방배동 910-8,1,서울특별시,서초구,방배동,SNACK,37.48226987,126.99674396,1
13635343,서울특별시 서초구 반포동 18-4,-1,서울특별시,서초구,반포동,BAEKBAN,37.50304521,126.99566014,1
13685444,서울특별시 서초구 사평대로58길 6,-1,서울특별시,서초구,서초동,CHICKEN,37.50343455,127.02349093,1
13686187,서울특별시 서초구 서초동 1585-12,1,서울특별시,서초구,서초동,MEAT,37.48465875,127.01196473,1
13698138,서울특별시 서초구 서초중앙로 125,-1,서울특별시,서초구,서초동,JAPANESE,37.49299114,127.01340881,1
13713126,서울특별시 서초구 사평대로57길 96,1,서울특별시,서초구,반포동,CAFE,37.50843395,127.0219076,1
13714942,서울특별시 서초구 바우뫼로6길 12,1,서울특별시,서초구,우면동,JOKBAL,37.46968851,127.02576946,1
13731920,서울특별시 서초구 사평대로57길 13,1,서울특별시,서초구,반포동,SNACK,37.50487882,127.02310204,1
13738752,서울특별시 서초구 방배로 113,1,서울특별시,서초구,방배동,CAFE,37.48415852,126.99560513,1
13742958,서울특별시 서초구 바우뫼로 31,-1,서울특별시,서초구,우면동,JAPANESE,37.4710217,127.02596384,1
13785948,서울특별시 서초구 서초중앙로20길 24,1,서울특별시,서초구,서초동,SNACK,37.49224127,127.01540865,1
13787232,서울특별시 서초구 동산로14길 2,1,서울특별시,서초구,양재동,CAFE,37.47196639,127.04612865,1
13789874,서울특별시 서초구 바우뫼로 23,1,서울특별시,서초구,우면동,CAFE,37.47041064,127.02524171,1
13798528,서울특별시 서초구 사평대로 205,2,서울특별시,서초구,반포동,CHINESE,37.50448971,127.00782566,1
13811399,서울특별시 서초구 방배중앙로25길 16,1,서울특별시,서초구,방배동,BAEKBAN,37.49404607,126.9852169,1
13824206,서울특별시 서초구 서초중앙로24길 7,1,서울특별시,서초구,서초동,CAFE,37.49479651,127.01446422,1
13836487,서울특별시 서초구 강남대로 221,1,서울특별시,서초구,양재동,CAFE,37.48357594,127.03421274,1
13221493,서울특별시 서초구 강남대로 305,1,서울특별시,서초구,서초동,JAPANESE,37.490243681894285,127.03083338788517,1
13242077,서울특별시 서초구 잠원동 26-7,1,서울특별시,서초구,잠원동,JAPANESE,37.51448874,127.01860217,1
13288841,서울특별시 서초구 방배동 852-16,1,서울특별시,서초구,방배동,ASIAN,37.48882458,126.99249417,1
13328669,서울특별시 서초구 방배동 812-25,1,서울특별시,서초구,방배동,BAEKBAN,37.49124094,126.99102201,1
13393050,서울특별시 서초구 양재동 273-11,1,서울특별시,서초구,양재동,JAPANESE,37.4757437,127.04412872,1
13402226,서울특별시 서초구 서초동 1362-21,1,서울특별시,서초구,서초동,CAFE,37.48521461,127.03246285,1
13407902,서울특별시 서초구 서초동 1459-9,1,서울특별시,서초구,서초동,MEAT,37.4838533,127.01260359,1
13412379,서울특별시 서초구 양재동 13-9,1,서울특별시,서초구,양재동,MEAT,37.48327046,127.03621257,1
13954880,서울특별시 서초구 양재천로 135-8,1,서울특별시,서초구,양재동,CAFE,37.479223,127.041978,1
14000851,서울특별시 서초구 서초대로38길 12,-1,서울특별시,서초구,서초동,BURGER,37.49018577,127.00560404,1
14035085,서울특별시 서초구 강남대로30길 17,1,서울특별시,서초구,양재동,MEAT,37.48202064,127.03810132,1
14044794,서울특별시 서초구 방배중앙로27길 38,1,서울특별시,서초구,방배동,CAFE,37.49532367,126.98352258,1
14057611,서울특별시 서초구 방배중앙로 163,1,서울특별시,서초구,방배동,ZZIM_TANG,37.49362947,126.9861335,1
14098307,서울특별시 서초구 방배로34길 4,1,서울특별시,서초구,방배동,CAFE,37.49226861,126.99127196,1
14115253,서울특별시 서초구 서초대로74길 49,-1,서울특별시,서초구,서초동,CAFE,37.49340802,127.02812968,1
14122286,서울특별시 서초구 서초중앙로 125,-1,서울특별시,서초구,서초동,BAEKBAN,37.49299114,127.01340881,1
14123594,서울특별시 서초구 법원로3길 6-1,-1,서울특별시,서초구,서초동,BAEKBAN,37.49379654,127.00960358,1
14177843,서울특별시 서초구 신반포로 329,1,서울특별시,서초구,잠원동,SNACK,37.51079474,127.01949109,1
14181004,서울특별시 서초구 서초중앙로 105,2,서울특별시,서초구,서초동,CHINESE,37.49101916,127.01385327,1
14212657,서울특별시 서초구 강남대로83길 64-3,1,서울특별시,서초구,반포동,ZZIM_TANG,37.50468436,127.02057449,1
13839228,서울특별시 서초구 서초대로54길 27,1,서울특별시,서초구,서초동,CAFE,37.49301897,127.01626966,1
13851751,서울특별시 서초구 사임당로 158,-1,서울특별시,서초구,서초동,CAFE,37.49185263,127.02715759,1
13852189,서울특별시 서초구 강남대로 321,1,서울특별시,서초구,서초동,BURGER,37.49154716,127.0299629,1
13859084,서울특별시 서초구 서초대로 108,1,서울특별시,서초구,방배동,CAFE,37.48751921,126.99418849,1
13889498,서울특별시 서초구 과천대로 946,1,서울특별시,서초구,방배동,CAFE,37.47499267,126.98213439,1
13901841,서울특별시 서초구 강남대로95길 19-4,1,서울특별시,서초구,잠원동,BAEKBAN,37.51357218,127.01874108,1
13957365,서울특별시 서초구 효령로 330-1,1,서울특별시,서초구,서초동,ZZIM_TANG,37.48582543,127.0203806,1
13957490,서울특별시 서초구 강남대로8길 65-1,1,서울특별시,서초구,양재동,CAFE,37.46960551,127.04382337,1
13966025,서울특별시 서초구 방배로 91,1,서울특별시,서초구,방배동,BURGER,37.48240874,126.99671618,1
13973731,서울특별시 서초구 서초중앙로 18,-1,서울특별시,서초구,서초동,MEAT,37.48404781,127.01735315,1
13977674,서울특별시 서초구 효령로53길 67,1,서울특별시,서초구,서초동,CAFE,37.487611,127.01273,1
13998452,서울특별시 서초구 양재대로2길 109,0,서울특별시,서초구,우면동,CAFE,37.45649538,127.01340984,1
14031863,서울특별시 서초구 강남대로83길 48-3,1,서울특별시,서초구,반포동,BAEKBAN,37.50518431,127.02112999,1
14055194,서울특별시 서초구 동산로13길 48,1,서울특별시,서초구,양재동,CHICKEN,37.47363282,127.04385103,1
14071537,서울특별시 서초구 중앙로 582,1,서울특별시,서초구,우면동,CAFE,37.45713423,127.01529854,1
10822921,서울특별시 서초구 방배천로 62,1,서울특별시,서초구,방배동,WESTERN,37.48207519,126.98280079,1
10838585,서울특별시 서초구 강남대로 243,1,서울특별시,서초구,서초동,CHICKEN,37.48516,127.0333006,1
13040250,서울특별시 서초구 반포동 739-28,1,서울특별시,서초구,반포동,PIZZA,37.50457329,127.02215769,1
13054203,서울특별시 서초구 방배로 103,1,서울특별시,서초구,방배동,CAFE,37.48326974,126.9961051,1
13108731,서울특별시 서초구 방배동 851-16,1,서울특별시,서초구,방배동,CAFE,37.4899078,126.99293854,1
13134996,서울특별시 서초구 동광로 89,-1,서울특별시,서초구,방배동,MEAT,37.49362957,126.99204963,1
13147155,서울특별시 서초구 잠원동 7-8,1,서울특별시,서초구,잠원동,CAFE,37.51796054,127.01737997,1
13168464,서울특별시 서초구 방배동 923-12,2,서울특별시,서초구,방배동,CHINESE,37.48385298,126.99502185,1
13241866,서울특별시 서초구 서초동 1327,1,서울특별시,서초구,서초동,ZZIM_TANG,37.4956022,127.02707416,1
13296850,서울특별시 서초구 방배동 850-27,1,서울특별시,서초구,방배동,CAFE,37.48974117,126.9938829,1
13334017,서울특별시 서초구 서초동 1577-2,2,서울특별시,서초구,서초동,JAPANESE,37.48985262,127.01379775,1
13337617,서울특별시 서초구 서초동 1358-11,1,서울특별시,서초구,서초동,JAPANESE,37.48707549,127.03146289,1
13402494,서울특별시 서초구 서초동 1689-6,1,서울특별시,서초구,서초동,JOKBAL,37.49549095,127.01871381,1
13404359,서울특별시 서초구 서초동 1585-12,1,서울특별시,서초구,서초동,JAPANESE,37.48465875,127.01193696,1
13446391,서울특별시 서초구 서초동 1360-35,1,서울특별시,서초구,서초동,JOKBAL,37.48649224,127.03235171,1
10807657,서울특별시 서초구 서초동,0,서울특별시,서초구,서초동,CAFE,37.49157237830582,127.00833150701588,1
10809610,서울 서초구 서초동 1327 트라펠리스2 지하1층 2호,-1,서울특별시,서초구,서초동,JAPANESE,37.4956313,127.0270947,1
10860466,서울특별시 서초구 사평대로 349,1,서울특별시,서초구,반포동,MEAT,37.50379558,127.02129668,1
12015755,서울특별시 서초구 서초대로 357,-1,서울특별시,서초구,서초동,BAEKBAN,37.49615757,127.02046363,1
13016333,서울특별시 서초구 반포동 706-6,1,서울특별시,서초구,반포동,JAPANESE,37.51039315414152,127.02072453370482,1
13032815,서울특별시 서초구 반포동 98-4,1,서울특별시,서초구,반포동,JAPANESE,37.49543502,126.99779905,1
13109785,서울특별시 서초구 반포대로23길 34,1,서울특별시,서초구,서초동,MEAT,37.48888039,127.00688174,1
13134063,서울특별시 서초구 방배동 850-32,1,서울특별시,서초구,방배동,WESTERN,37.48940787,126.99388291,1
13157153,서울특별시 서초구 서초동 1330-16,1,서울특별시,서초구,서초동,MEAT,37.49374132,127.0284352,1
13179361,서울특별시 서초구 반포동 96-1,0,서울특별시,서초구,반포동,WESTERN,37.49768476,126.99774344,1
13187220,서울특별시 서초구 서초동 1309-9,1,서울특별시,서초구,서초동,JAPANESE,37.50204585,127.02462976,1
13251785,서울특별시 서초구 잠원동 68-17,-1,서울특별시,서초구,잠원동,SNACK,37.50768381,127.00924211,1
13261581,서울특별시 서초구 효령로34길 4,1,서울특별시,서초구,방배동,CAFE,37.48135334,126.99891046,1
13275772,서울특별시 서초구 서초동 1327-35,1,서울특별시,서초구,서초동,ASIAN,37.49451901,127.02821298,1
13373607,서울특별시 서초구 서초동 1588-6,2,서울특별시,서초구,서초동,MEAT,37.48565867,127.01415895,1
13381772,서울특별시 서초구 서초동 1337-14,1,서울특별시,서초구,서초동,SNACK,37.49213041,127.02907408,1
13394343,서울특별시 서초구 방배동 851-6,1,서울특별시,서초구,방배동,ZZIM_TANG,37.48926899,126.99304966,1
13397433,서울특별시 서초구 반포동 54-14,1,서울특별시,서초구,반포동,SNACK,37.50207337,127.0105477,1
13412005,서울특별시 서초구 잠원동 68-17,-1,서울특별시,서초구,잠원동,JAPANESE,37.50545034745678,127.00139656456686,1
13418487,서울특별시 서초구 서초동 1330,-1,서울특별시,서초구,서초동,MEAT,37.49393574,127.02785191,1
13431977,서울특별시 서초구 잠원동 11-14,0,서울특별시,서초구,잠원동,MEAT,37.51662737,127.01799106,1
13451735,서울특별시 서초구 서초동 1342,2,서울특별시,서초구,서초동,CAFE,37.48782532,127.02687995,1
13457498,서울특별시 서초구 방배동 1023-6,0,서울특별시,서초구,방배동,CHICKEN,37.47810374,127.00016044,1
13462451,서울특별시 서초구 서초동 1330,1,서울특별시,서초구,서초동,WESTERN,37.49393574,127.02785191,1
13463579,서울특별시 서초구 신반포로 27-6,-1,서울특별시,서초구,반포동,ZZIM_TANG,37.50215628,126.98771645,1
13481907,서울특별시 서초구 반포대로21길 27,1,서울특별시,서초구,서초동,WESTERN,37.487377461661474,127.0084225801236,1
13487241,서울특별시 서초구 서초중앙로33길 7,1,서울특별시,서초구,반포동,MEAT,37.50104572,127.01121434,1
13489735,서울특별시 서초구 서초동 1576-9,-1,서울특별시,서초구,서초동,CHINESE,37.4902137,127.01393662,1
13492529,서울 서초구 양재동 329-11,1,서울특별시,서초구,양재동,CAFE,37.4688,127.04121252,1
13494914,서울특별시 서초구 신반포로 339,-1,서울특별시,서초구,잠원동,BAEKBAN,37.511169059491586,127.02051088489353,1
13498002,서울특별시 서초구 방배동 862-13,1,서울특별시,서초구,방배동,CAFE,37.48701912,126.98616146,1
13500038,서울특별시 서초구 서초동 1321-6,-1,서울특별시,서초구,서초동,SNACK,37.49599101,127.02524098,1
13506326,서울특별시 서초구 서초동 1557-17,0,서울특별시,서초구,서초동,ZZIM_TANG,37.49132464,127.01152014,1
13507417,서울특별시 서초구 양재동 266-1,1,서울특별시,서초구,양재동,JAPANESE,37.47532706,127.04298995,1
13507909,서울특별시 서초구 잠원동 26-14,1,서울특별시,서초구,잠원동,MEAT,37.5138777,127.01846332,1
13510119,서울 서초구 서초동 1712-2,1,서울특별시,서초구,서초동,BAEKBAN,37.49407432,127.01149229,1
13512425,서울특별시 서초구 반포동 724-16,1,서울특별시,서초구,반포동,JOKBAL,37.50823952,127.02174095,1
13517960,서울특별시 서초구 서초동 1523-6,1,서울특별시,서초구,서초동,CHICKEN,37.48699175,127.00843721,1
13518225,서울특별시 서초구 서초동 1321-6,-1,서울특별시,서초구,서초동,WESTERN,37.49599101,127.02524098,1
13518911,서울특별시 서초구 방배로 187,0,서울특별시,서초구,방배동,PIZZA,37.49004665,126.9918553,1
13522948,서울특별시 서초구 방배동 951-20,1,서울특별시,서초구,방배동,JAPANESE,37.48538042,126.9858282,1
13524770,서울특별시 서초구 양재동 290-3,1,서울특별시,서초구,양재동,CAFE,37.47299407,127.0470452,1
13531037,서울특별시 서초구 서초동 1672-9,-1,서울특별시,서초구,서초동,CAFE,37.49329667,127.01404763,1
13532286,서울특별시 서초구 잠원동 37-9,-1,서울특별시,서초구,잠원동,JAPANESE,37.51135025,127.02032433,1
13536318,서울특별시 서초구 서초중앙로22길 90,1,서울특별시,서초구,서초동,SNACK,37.49407445,127.01879718,1
13543887,서울특별시 서초구 서초동 1304,1,서울특별시,서초구,서초동,CAFE,37.50235137,127.02485195,1
13545594,서울특별시 서초구 서초동 1598-3,-1,서울특별시,서초구,서초동,CAFE,37.48788064,127.01415889,1
13550318,서울특별시 서초구 서초동 1602-5,0,서울특별시,서초구,서초동,CAFE,37.48551983,127.01554772,1
13561886,서울특별시 서초구 서초동 1659-18,1,서울특별시,서초구,서초동,SNACK,37.49268567,127.01615857,1
13565741,서울특별시 서초구 서초동 1638-10,1,서울특별시,서초구,서초동,BAEKBAN,37.4945744,127.01968597,1
13568405,서울특별시 서초구 반포동 90-2,2,서울특별시,서초구,반포동,WESTERN,37.497657,126.9986878,1
13570091,서울특별시 서초구 양재동 346-7,1,서울특별시,서초구,양재동,CHINESE,37.46821677,127.0431568,1
13572677,서울특별시 서초구 서초동 1668-16,1,서울특별시,서초구,서초동,CAFE,37.4931301,127.0181306,1
13580207,서울특별시 서초구 방배동 1647,1,서울특별시,서초구,방배동,CAFE,37.48749123,126.98285619,1
13633006,서울특별시 서초구 서초동 1337,1,서울특별시,서초구,서초동,CAFE,37.49238038,127.02862966,1
13638930,서울특별시 서초구 방배동 421-23,1,서울특별시,서초구,방배동,CAFE,37.48496377,126.98410615,1
13643138,서울특별시 서초구 서초동 1362,1,서울특별시,서초구,서초동,CAFE,37.48613117,127.0326017,1
13660479,서울특별시 서초구 반포동 118-3,0,서울특별시,서초구,반포동,WESTERN,37.50398974,127.00657579,1
13700260,서울특별시 서초구 서초중앙로 49,1,서울특별시,서초구,서초동,CHICKEN,37.48613086,127.01513107,1
13753109,서울특별시 서초구 마방로10길 42,1,서울특별시,서초구,양재동,CAFE,37.475641,127.044561,1
13753217,서울특별시 서초구 방배천로4안길 26,1,서울특별시,서초구,방배동,WESTERN,37.47926998,126.98341193,1
13758665,서울특별시 서초구 강남대로 559,1,서울특별시,서초구,잠원동,CAFE,37.511775,127.020535,1
13772254,서울특별시 서초구 사평대로55길 82-14,1,서울특별시,서초구,반포동,BURGER,37.5078229,127.02176874,1
13774763,서울특별시 서초구 강남대로 359,-1,서울특별시,서초구,서초동,BAEKBAN,37.49479676,127.02860182,1
13782928,서울특별시 서초구 사평대로22길 42,1,서울특별시,서초구,반포동,JAPANESE,37.497777,126.997537,1
13783986,서울특별시 서초구 방배천로 19,1,서울특별시,서초구,방배동,CAFE,37.47821452,126.98227317,1
13814835,서울특별시 서초구 청계산로 10,1,서울특별시,서초구,양재동,SNACK,37.46296739,127.04346248,1
13826904,서울특별시 서초구 사임당로 21,2,서울특별시,서초구,서초동,JAPANESE,37.48790838,127.0124646,1
13837649,서울특별시 서초구 서초대로78길 26,1,서울특별시,서초구,서초동,CAFE,37.49535224,127.027713,1
13839766,서울특별시 서초구 방배로 269,1,서울특별시,서초구,방배동,CAFE,37.49665692,126.98774438,1
13860364,서울특별시 서초구 법원로3길 12,-1,서울특별시,서초구,서초동,ZZIM_TANG,37.493583,127.009175,1
13862588,서울특별시 서초구 방배로10길 4,1,서울특별시,서초구,방배동,PIZZA,37.48090894,126.99835497,1
13872361,서울특별시 서초구 반포대로19길 10,-1,서울특별시,서초구,서초동,CAFE,37.4874917,127.00907603,1
13904159,서울특별시 서초구 효령로 237,1,서울특별시,서초구,서초동,SNACK,37.48418655,127.0099927,1
13913842,서울특별시 서초구 서초대로78길 30,1,서울특별시,서초구,서초동,JAPANESE,37.49510227,127.02793521,1
13927538,서울특별시 서초구 반포대로28길 16,-1,서울특별시,서초구,서초동,CHINESE,37.49046359,127.00952035,1
13928014,서울특별시 서초구 신반포로43길 41,1,서울특별시,서초구,잠원동,CAFE,37.51198901,127.01740791,1
13957130,서울특별시 서초구 방배로 104,1,서울특별시,서초구,방배동,SNACK,37.48354749,126.99657728,1
13996705,서울특별시 서초구 반포대로28길 39,1,서울특별시,서초구,서초동,JAPANESE,37.49118574,127.01049246,1
14002631,서울특별시 서초구 서운로 138,-1,서울특별시,서초구,서초동,JAPANESE,37.49599101,127.02524098,1
13387909,서울특별시 서초구 반포동 709-8,1,서울특별시,서초구,반포동,CAFE,37.5092116,127.02032439,1
13394952,서울특별시 서초구 양재동 316,2,서울특별시,서초구,양재동,CHINESE,37.47071641,127.03924042,1
13410487,서울특별시 서초구 효령로 305,0,서울특별시,서초구,서초동,CHICKEN,37.48554764,127.01751976,1
13423223,서울특별시 서초구 방배동 925-19,1,서울특별시,서초구,방배동,SNACK,37.48507506,126.99452186,1
13427679,서울특별시 서초구 효령로68길 67,-1,서울특별시,서초구,서초동,ASIAN,37.48535328,127.0212972,1
13439722,서울특별시 서초구 반포동 94-17,-1,서울특별시,서초구,반포동,WESTERN,37.49879574,126.99785451,1
13460147,서울특별시 서초구 서초동 1342,2,서울특별시,서초구,서초동,WESTERN,37.48782532,127.02687995,1
13471220,서울특별시 서초구 서초동 1330,-1,서울특별시,서초구,서초동,CHICKEN,37.49393574,127.02785191,1
13482144,서울특별시 서초구 서초동 1658-23,1,서울특별시,서초구,서초동,JAPANESE,37.49249124,127.0157975,1
13491841,서울특별시 서초구 서초대로50길 82,0,서울특별시,서초구,서초동,MEAT,37.48957487,127.01354778,1
13494850,서울특별시 서초구 양재동 230,1,서울특별시,서초구,양재동,SNACK,37.46277297,127.04385134,1
13500112,서울특별시 서초구 반포동 746-9,0,서울특별시,서초구,반포동,CHICKEN,37.50376781,127.0211578,1
13502662,서울특별시 서초구 방배동 465-21,1,서울특별시,서초구,방배동,SNACK,37.47935333,126.98516177,1
13507390,서울특별시 서초구 방배동 778-8,1,서울특별시,서초구,방배동,SNACK,37.49387944,126.98602239,1
13508104,서울특별시 서초구 서초동 1302-8,-1,서울특별시,서초구,서초동,CAFE,37.50251798,127.0224355,1
13511464,서울특별시 서초구 방배동 938-5,1,서울특별시,서초구,방배동,ZZIM_TANG,37.48701923,126.99224424,1
13517465,서울특별시 서초구 방배동 448-1,1,서울특별시,서초구,방배동,JOKBAL,37.47743688,126.98463409,1
13518484,서울특별시 서초구 서초동 1486-6,1,서울특별시,서초구,서초동,BAEKBAN,37.48321441,127.00832622,1
13522643,서울특별시 서초구 서초동 1342,2,서울특별시,서초구,서초동,CHICKEN,37.48782532,127.02687995,1
13525032,서울특별시 서초구 남부순환로339길 60,1,서울특별시,서초구,서초동,JAPANESE,37.48565881,127.02165827,1
13527319,서울특별시 서초구 효령로27길 32,1,서울특별시,서초구,방배동,JAPANESE,37.48240871,126.99493857,1
13527972,서울특별시 서초구 방배동 852-15,1,서울특별시,서초구,방배동,CAFE,37.48871348,126.99221642,1
13530776,서울특별시 서초구 양재동 270,1,서울특별시,서초구,양재동,CAFE,37.47504932,127.04360101,1
13534189,서울특별시 서초구 서초중앙로 224,1,서울특별시,서초구,반포동,SNACK,37.50174011,127.01229755,1
13535056,서울특별시 서초구 양재동 16-6,1,서울특별시,서초구,양재동,CAFE,37.48013199,127.03912906,1
13536394,서울특별시 서초구 방배동 421-1,1,서울특별시,서초구,방배동,ZZIM_TANG,37.48501931,126.98366174,1
13539101,서울특별시 서초구 서초동 1362-23,1,서울특별시,서초구,서초동,CAFE,37.48532571,127.03237952,1
13542802,서울특별시 서초구 잠원동 15-4,1,서울특별시,서초구,잠원동,PIZZA,37.51573857,127.01732448,1
13543878,서울 서초구 반포동 54-13,1,서울특별시,서초구,반포동,CHINESE,37.50221224,127.01063103,1
13551328,서울특별시 서초구 방배동 867-28,1,서울특별시,서초구,방배동,CHICKEN,37.48607479,126.98621704,1
13555304,서울특별시 서초구 서초동 1498-5,-1,서울특별시,서초구,서초동,SNACK,37.49029687,127.00571514,1
13557495,서울특별시 서초구 서초동 1446-1,1,서울특별시,서초구,서초동,BAEKBAN,37.48410332,127.01557553,1
